word,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
像,-0.016738852486014366,0.008229460567235947,0.010158687829971313,0.016752099618315697,-0.004192482214421034,-0.0015680009964853525,0.0021592392586171627,0.006773909088224173,-0.002278669271618128,0.004506597761064768,-0.0037592570297420025,-0.015805575996637344,-0.006669117137789726,0.007399161346256733,-0.005645864177495241,-0.017741959542036057,0.004135788884013891,-0.006206347141414881,-0.0005383179523050785,-0.0288104135543108,0.010515537112951279,-0.006370880641043186,-0.004066210240125656,0.0016998262144625187,-0.002128695836290717,-0.0033371723257005215,-0.011740708723664284,-0.0008678084705024958,-0.004604405723512173,0.0028614168986678123,0.0043213386088609695,-0.012312732636928558,-0.0019484780495986342,0.005944908130913973,-0.0043226927518844604,0.015354983508586884,-0.0006330459145829082,-0.009357296861708164,-0.011929009109735489,-0.01928805373609066,0.00886401068419218,-0.006812297739088535,-0.016604959964752197,-0.009151525795459747,0.0009605899685993791,0.000362396240234375,-0.00826880894601345,0.011016886681318283,0.012375596910715103,0.007014749106019735,-0.0033622728660702705,0.006165192928165197,-0.003416013438254595,0.012866582721471786,-0.0001712788944132626,0.007428052835166454,0.012359993532299995,-0.005492208059877157,-0.014487788081169128,0.0019883159548044205,-0.00522637739777565,-0.0023540568072348833,0.002583632245659828,-0.005417373962700367,-0.008218606002628803,-0.0073891906067729,0.006192944012582302,-0.013102780096232891,-0.01582203432917595,0.01695924624800682,-0.0021893430966883898,-0.008064293302595615,0.0009130960679613054,-0.008478800766170025,0.007850723341107368,-0.0036571798846125603,0.014102047309279442,0.006073729135096073,-0.009569253772497177,0.005408293101936579,0.0005825611297041178,0.0017105068545788527,-0.0007264013402163982,0.010247222147881985,-0.0035909763537347317,-0.003958961460739374,-0.003464645240455866,0.013444269075989723,0.013813832774758339,0.006598362699151039,0.0068000731989741325,0.0011963502038270235,0.0012105160858482122,0.010991163551807404,0.0080910949036479,0.006533168721944094,0.00271359970793128,-0.004267384763807058,-0.006285893730819225,-0.00256568961776793
借口,-0.004647113382816315,-0.0012312636245042086,-0.0016554140020161867,-0.003216436132788658,-0.0009825363522395492,-0.0011005925480276346,0.002509474754333496,0.0008890382014214993,0.002517393324524164,-0.000465020741103217,-0.0019257166422903538,-0.0011504042195156217,0.0007298340788111091,-0.0046939486637711525,0.0029782592318952084,0.000989758176729083,-0.0015802655834704638,-0.0009496743441559374,0.00242334115318954,0.002790534868836403,-0.00042228048550896347,-0.0011633833637461066,0.0026437565684318542,-0.00028228131122887135,6.59783836454153e-05,-0.002668294357135892,0.0003803822910413146,-0.002116716466844082,-0.004684315994381905,-0.0016549312276765704,-9.509423398412764e-05,-0.0006378496764227748,0.0028411184903234243,-0.0015939759323373437,0.0018790888134390116,0.0015099011361598969,-0.0009336436633020639,-0.004393008537590504,-0.004943063948303461,0.002236887812614441,0.0005098583642393351,0.00024031533394008875,0.003403877140954137,-0.0009237048798240721,0.000533154234290123,-0.0031179359648376703,-0.0015037880511954427,0.00015854567755013704,0.0018363757990300655,0.004952006042003632,-0.00014168175403028727,0.0021079755388200283,-0.001847399165853858,0.005108284298330545,0.0017941598780453205,-0.0036551777739077806,0.001534805865958333,0.004155457019805908,-0.00033770850859582424,0.0010931107681244612,-0.0010008660610765219,-0.004372396972030401,0.0007435086881741881,0.00416918471455574,-0.0018079528817906976,-0.003253878327086568,-0.002177150920033455,0.0010992498137056828,0.0044839452020823956,0.0008999372948892415,0.006088697351515293,-0.00018554413691163063,0.00022424280177801847,-0.001158805680461228,-0.0004558631917461753,-0.000381286081392318,-0.00021475821267813444,0.00044547265861183405,-1.0812189429998398e-05,-0.004311278462409973,0.000845249742269516,4.8870337195694447e-05,0.0022315215319395065,0.0030267946422100067,-0.004593004938215017,0.0013742143055424094,-0.001569316373206675,-0.00038597104139626026,0.002022741362452507,0.00038353115087375045,-0.000506125739775598,-2.6373134460300207e-05,0.0014135839883238077,-0.0013296218821778893,0.0007802830077707767,0.004952692426741123,-0.0026881101075559855,-0.004017641767859459,-0.0018269936554133892,-0.004268699325621128
胶囊,-0.0009592610877007246,-0.004514920990914106,0.002073152456432581,-0.001103501534089446,0.0006833502557128668,0.0028717867098748684,-0.0018617578316479921,0.0021364265121519566,0.001124488189816475,-0.00286651449277997,-0.005710827186703682,0.0010549987200647593,0.0006756567163392901,-0.0021665645763278008,-0.005595838651061058,-0.0021854338701814413,0.0021762868855148554,-0.0019151202868670225,-0.00024439592380076647,-0.0032481877133250237,0.0015812087804079056,0.0032900585792958736,0.0005030359607189894,0.0010601163376122713,-0.003443937050178647,-0.00016380613669753075,-0.0022867510560899973,-0.0034394972026348114,0.0030638151802122593,0.0023483014665544033,0.003222401486709714,0.006167896091938019,-0.0053628915920853615,0.004388418514281511,0.0036145367193967104,-0.004559620283544064,0.003160636406391859,0.004104893654584885,-0.0020912038162350655,-0.00026882952079176903,-0.0030533550307154655,-0.0032492910977452993,0.0008746972307562828,0.0036081732250750065,0.002378258388489485,0.004622390028089285,-0.0028260003309696913,-0.0012682469096034765,0.0005323225632309914,-0.0036727446131408215,0.0005064485594630241,1.0744202882051468e-05,-0.00043164798989892006,0.0010138887446373701,-0.0036908970214426517,0.0011962016578763723,0.002280818996950984,0.006311748176813126,0.0015550113748759031,-0.0012734649935737252,-0.003006362123414874,0.003068665275350213,-0.0017991627100855112,0.0009744470589794219,0.006305447313934565,-0.0028778170235455036,0.003697123611345887,-0.0007297536358237267,-0.0035568801686167717,-0.0006978893652558327,-0.0002201264724135399,-0.002611469943076372,-0.0013788617216050625,0.0029024314135313034,-0.0004928235430270433,0.003729012096300721,-0.001165941241197288,0.0056841722689569,-0.00013007211964577436,-0.0033448776230216026,0.00539009552448988,0.0003237994387745857,-0.00268408190459013,-0.00394398020580411,0.0028400509618222713,0.0035968958400189877,-0.0026266262866556644,0.0027000573463737965,0.00045638764277100563,0.0007303162710741162,0.0039059717673808336,-0.002941193524748087,-0.0003400322748348117,-0.0043937889859080315,0.0013600644888356328,0.0004307953640818596,0.004364079795777798,-0.0015242422232404351,-0.0016666303854435682,-0.003153085708618164
回复,-0.008773219771683216,0.0016389386728405952,0.0058736479841172695,0.0012825613375753164,0.004314195364713669,-0.00525182019919157,-0.0020591102074831724,0.005690499674528837,-0.002850163262337446,-0.0017531656194478273,0.0030068466439843178,-0.006660073064267635,-0.0004873918369412422,0.003899800591170788,-0.003415327752009034,-0.007196155842393637,-0.00026128580793738365,-0.002293554600328207,-0.0011592202354222536,-0.00678279809653759,0.0011471565812826157,-6.647338159382343e-05,0.0003706964198499918,-0.00010593346087262034,0.001701744506135583,-0.0008264813804998994,-0.002036296296864748,-0.004026586189866066,-0.003737829392775893,0.001077669090591371,-0.0013863884378224611,-0.0025616209022700787,0.002263827947899699,0.001492898678407073,-0.001065101008862257,0.0031804076861590147,0.006267581135034561,-0.0024650339037179947,-0.007050872780382633,-0.006964853964745998,0.004108448047190905,-0.004766916856169701,-0.007063568104058504,-0.00023677368881180882,-0.008092585019767284,-0.0005527934990823269,-0.005653433036059141,0.004547249525785446,0.0005246765213087201,0.0008766693063080311,-0.0007154355989769101,0.00039026758167892694,-0.0008982466533780098,0.0022509926930069923,0.002906701760366559,-0.00237823324277997,0.0035544433631002903,0.0005582150770351291,-0.0050521790981292725,0.005457149352878332,-0.0006086021312512457,-0.0013246664311736822,-0.0020948448218405247,-0.0049035390838980675,-0.0029805791564285755,-0.001753111369907856,0.006316833198070526,-0.0017334168078377843,0.00044546902063302696,0.0024184321518987417,-0.005187854170799255,-0.0007005812367424369,0.0010281389113515615,0.002749082399532199,0.002862104680389166,0.0017693968256935477,0.001960224471986294,0.0011950869811698794,-0.006013420410454273,-0.0015777135267853737,0.002770769875496626,-0.003435125108808279,0.0007572475005872548,0.004385017789900303,-0.001445380155928433,-0.002239371184259653,-0.008472730405628681,0.0008651795797049999,0.006341536995023489,0.002877533435821533,-0.0024403436109423637,0.00023561593843623996,0.0022372566163539886,-5.406851414591074e-06,0.0017273972043767571,-0.0019785594195127487,0.0026056705974042416,-0.009823659434914589,0.003213913179934025,0.00016534567112103105
竞争性,-0.002029606606811285,-0.003762926673516631,-0.0029829361010342836,0.0020096583757549524,-0.00011752852151403204,-0.0013286571484059095,0.0007401658222079277,0.0039359829388558865,0.0015217196196317673,0.0008891102625057101,-0.0017246752977371216,-0.0016201514517888427,-0.0021601293701678514,-0.0008995801908895373,0.004336963407695293,-0.00024503417080268264,0.0018972466932609677,0.000356411503162235,0.0005146709154359996,-0.0025073534343391657,-0.0008674244163557887,0.006346930284053087,0.000460001960163936,-0.0027184414211660624,0.0022468320094048977,0.001878127222880721,1.2615994819498155e-05,0.00011351358989486471,-0.0008206982165575027,-0.000749607163015753,-0.0017441647360101342,-0.0016580239171162248,-0.0023944382555782795,0.0009544720523990691,-0.001331090577878058,8.161206642398611e-05,0.0064484053291380405,0.0018644380616024137,-0.0008812404121272266,0.0017769084079191089,-0.001761992578394711,-0.000499822897836566,0.002479678252711892,0.0025529765989631414,0.0014505499275401235,-0.003928805235773325,-0.0021951058879494667,0.0006142963538877666,0.001343107782304287,-0.0016872563865035772,0.0021814981009811163,-0.002202034229412675,-0.00032996744266711175,0.0023597076069563627,0.0014238640433177352,0.002464523771777749,-0.001476095407269895,-0.0011061435798183084,0.0017491023754701018,0.003300508251413703,0.001156755373813212,0.0017571542412042618,0.0008366847760044038,-0.0001856081944424659,0.000551807985175401,-0.0005812832387164235,-0.0008415054180659354,0.0006698551005683839,0.002801373600959778,0.002257484942674637,3.214779280824587e-05,-0.0002021010295720771,0.003520845901221037,-0.002864567097276449,3.3691194403218105e-05,-0.0009105684002861381,0.004221498034894466,-0.00019992096349596977,-0.0017921281978487968,-0.0019227679586037993,-0.0022840381134301424,0.0014158571138978004,-0.0021661603823304176,-0.0021336767822504044,0.001064079231582582,0.0018351232865825295,0.0005912671913392842,0.001478477381169796,-0.0019890754483640194,-0.00040358598926104605,0.001116634695790708,0.0016367913922294974,-0.0007583139813505113,-0.0019346980843693018,0.0018879435956478119,-0.0018533418187871575,-0.003573579713702202,0.0014638341963291168,-0.0023265487980097532,0.0014785738894715905
提到,0.002508876845240593,0.0005458892555907369,0.00033012020867317915,0.0030504162423312664,0.0004886717069894075,-0.003011499997228384,0.003378866473212838,0.0032040535006672144,0.003930268343538046,0.0028890713583678007,-0.0007277150871232152,0.0014474671334028244,-0.005026509054005146,-2.410696106380783e-05,-0.006227028090506792,-0.00153718376532197,0.0039246403612196445,-0.0016395464772358537,-0.004147032275795937,-0.0036705697420984507,0.0011902159312739968,0.0022111311554908752,-0.003053950844332576,-0.0041129374876618385,-0.002104761078953743,-0.0016126041300594807,-0.0037992827128618956,-0.0039275772869586945,7.976635242812335e-05,0.002349655842408538,-0.0017336824676021934,0.003502574749290943,0.0027810470201075077,0.0017852230230346322,0.0021710842847824097,-0.00010461639612913132,-0.0015072459354996681,-0.004699318204075098,-0.001590684987604618,-0.007296871393918991,0.0035339053720235825,-0.005514904856681824,-0.0029375338926911354,-0.0005269421963021159,0.0004908672999590635,0.001551617169752717,-0.006367339752614498,0.00315647479146719,0.002138972980901599,0.002849583514034748,-0.004748062696307898,-0.0020071689505130053,0.0027344906702637672,-0.000703943835105747,0.003796992590650916,0.0054639121517539024,0.0002890971954911947,-0.00369892711751163,-0.0012525974307209253,0.0037132403813302517,-0.0008948809700086713,0.0008942056447267532,-0.003099583089351654,-0.0022533664014190435,0.0005261633777990937,0.003308110171929002,0.00516816321760416,0.0021108139771968126,-0.0037285075522959232,-0.00041617153328843415,-0.0008104857406578958,-0.0013379664160311222,0.004114501643925905,0.0022548402193933725,0.00021781399846076965,-0.0016869617393240333,0.001806369749829173,0.0042965528555214405,0.0016784584149718285,0.00013108900748193264,-0.0032314537093043327,-0.005557307042181492,0.00024325062986463308,-0.003342980518937111,0.004533728584647179,-0.0003137611784040928,0.001160181825980544,0.0016353605315089226,0.0012275674380362034,0.0030832444317638874,-0.0010127363493666053,-0.004644167143851519,-0.00020397402113303542,0.00024043500889092684,-0.001920995768159628,-0.0034942664206027985,-0.00618716748431325,-0.0015619376208633184,0.0029012728482484818,-0.005499281920492649
公平,0.0032326756045222282,-0.0025260336697101593,0.0027411782648414373,-0.003396867774426937,-0.0001332832034677267,0.005430478602647781,0.003982436843216419,-0.0034842374734580517,-0.0021533924154937267,0.0014519412070512772,-0.000496071414090693,-0.001599322771653533,0.00166554085444659,-0.0012768151937052608,-0.0031848151702433825,-0.003945208620280027,-0.0011513286735862494,0.0007854520808905363,0.004095488227903843,-0.00041965136188082397,-0.0008658234728500247,-0.001525518367998302,0.000636816956102848,-0.0010935994796454906,0.0056640272960066795,-0.0016836863942444324,0.003644291078671813,0.0006826266180723906,-0.001537627656944096,-0.0005256237927824259,0.0017055749194696546,0.0010439325124025345,-0.004459317307919264,-0.0025246236473321915,0.0009520347230136395,0.0006024731555953622,-0.0019376084674149752,-0.0021010504569858313,-0.00046666304115206003,0.0031908368691802025,0.002585118170827627,0.005022094119340181,-0.0047300648875534534,-0.0005270055262371898,0.0009322684491053224,-0.0021319924853742123,-0.0017332949209958315,0.0028721641283482313,-0.0007841886254027486,-0.0016286144964396954,-0.00015117472503334284,0.004368595313280821,-0.002423227299004793,0.0018004615558311343,0.0015697493217885494,0.0007719192653894424,0.003048800630494952,0.0035940073430538177,-0.002628899645060301,0.0011335898889228702,0.0035770470276474953,0.0027239909395575523,0.000711819389835,0.0001998411025851965,0.002262261463329196,2.0981853595003486e-05,0.0023725570645183325,0.0010305509204044938,-0.002245658542960882,0.00324250478297472,0.0011072098277509212,0.0002316487953066826,-0.0005980206769891083,0.004852520301938057,-0.0017822734080255032,-0.0025665825232863426,-0.001354267355054617,0.005403555929660797,-0.0008228859514929354,0.0006964596104808152,-0.0021755979396402836,-0.0035247462801635265,0.0002784442622214556,0.0017415396869182587,0.0013263172004371881,0.0021606392692774534,-0.00026546994922682643,0.003182545304298401,-0.0027753403410315514,0.006111405789852142,-0.002301332075148821,-0.00016786332707852125,0.0008753282018005848,-0.0021077755372971296,0.00077272072667256,0.005302867852151394,0.0013753544772043824,-0.0037985690869390965,0.003344905562698841,0.006695309188216925
拖欠,9.705568663775921e-05,-0.0018141430336982012,-0.00105968676507473,-0.0002193157561123371,0.0033522045705467463,-0.0009647143306210637,0.0042717172764241695,0.005223076790571213,-0.0046411133371293545,-0.005047778133302927,-0.0012517066206783056,-0.0015923894243314862,-0.006693446077406406,0.0015687583945691586,-0.0032770386897027493,-0.006796670146286488,0.0021975438576191664,-0.0011329585686326027,0.004597973078489304,-0.0004982342361472547,0.003048847895115614,-0.001221325364895165,0.0009222012013196945,-0.00200716988183558,-0.004355910699814558,0.0001572032051626593,-0.001924500335007906,-0.006193753331899643,-0.0018229902489110827,0.003773987526074052,0.0025272301863878965,0.0006909347139298916,-0.0007140624802559614,-0.0019909944385290146,-0.001694719074293971,0.005689856596291065,0.0033720452338457108,0.0011257384903728962,-0.001660822774283588,0.006478757131844759,-0.0062919557094573975,-0.0013170967577025294,-0.0009274282492697239,-0.0025681823026388884,0.002071392722427845,0.002320715459063649,0.0017082756385207176,0.0010170128662139177,0.006406945176422596,0.005864354781806469,0.003332391381263733,-0.0025946327950805426,-0.003355284221470356,0.00011982652358710766,-0.0012519352603703737,0.004638116806745529,0.0026259664446115494,-0.00253284047357738,-0.004025236237794161,-0.0014245796483010054,-0.0009896921692416072,0.005877980962395668,-0.003087438875809312,0.0008332138531841338,0.006253804080188274,0.0035505015403032303,-0.0013990087900310755,-0.005872724577784538,0.003112355712801218,0.0004088131827302277,0.0005642646574415267,0.004373908042907715,-0.0026944000273942947,-0.006821927614510059,-0.0016238056123256683,-0.004185725003480911,0.0006209643324837089,0.0006727671134285629,0.006847572512924671,0.0016026671510189772,0.004790760576725006,0.001294787973165512,-0.004235642496496439,-0.003517292672768235,0.0011405127588659525,-0.0005159131251275539,0.0035785462241619825,0.002015070989727974,-0.0009060066659003496,0.004529830999672413,0.0005732380086556077,0.0032342723570764065,-0.000647291075438261,-0.003124731360003352,0.004165871534496546,0.0013489394914358854,0.0008431109599769115,0.0010103995446115732,-0.0035174237564206123,0.001379227265715599
发博,-0.0005906005389988422,0.002840932458639145,0.0019708238542079926,0.001091579208150506,-6.391049828380346e-05,-0.0037529035471379757,-0.0024759583175182343,-0.00358283007517457,0.0045296810567379,5.554012022912502e-05,-0.003906602039933205,-0.0037587571423500776,0.0036969357170164585,0.004145638085901737,-0.002911653835326433,0.0037397437263280153,0.0008552466169930995,-0.005154905375093222,-0.0025883750058710575,0.0013007697416469455,0.003536163130775094,0.0018972131656482816,-0.004607094917446375,-0.004620709456503391,0.0011636503040790558,-0.001880057156085968,-0.000586180598475039,-0.002114396309480071,0.004334768280386925,-0.0017116330564022064,0.002165679819881916,0.00047269626520574093,-0.001903301221318543,-0.003610385349020362,-0.003953723236918449,-0.0040374454110860825,0.0023989402689039707,0.0005204061162658036,-0.004321652930229902,0.004180761054158211,0.001249065506272018,0.007946440950036049,-0.00013916869647800922,-0.00059749954380095,0.004638752434402704,-0.0030138909351080656,-0.005750987678766251,-0.002701533492654562,0.002666036132723093,-0.0008831190643832088,-0.003076849039644003,0.0013589565642178059,-0.0031157282646745443,-3.758928505703807e-05,0.005258273333311081,-0.0038732443936169147,0.00016233394853770733,0.002966298721730709,-0.0015913505339995027,-0.0012186745880171657,-0.0057661402970552444,-0.0043408977799117565,0.002235270105302334,-0.00454057939350605,0.004086094442754984,-0.001896411064080894,0.002606927417218685,-0.0031234852503985167,-0.0013422853080555797,0.006304389331489801,0.0016700595151633024,-0.0016385181806981564,-0.002621126128360629,-0.0029328360687941313,-0.0038251238875091076,-0.0015090928645804524,2.1284213289618492e-06,0.004550596699118614,0.00403214618563652,-0.003308440325781703,-0.0024003880098462105,0.007264391984790564,0.002914608456194401,0.000750678707845509,0.00034206314012408257,-0.0003893048269674182,0.0009229702409356833,-8.037930820137262e-05,0.0020723161287605762,0.003414665814489126,-0.0023686448112130165,-0.0008583455346524715,0.0001839530887082219,-0.0031040296889841557,0.0033251605927944183,0.002045572502538562,0.0017250650562345982,0.0010243940632790327,0.0017733083805069327,-0.0054828268475830555
团队,-0.008456488139927387,0.005050628446042538,0.0035894853062927723,0.008314978331327438,-0.004579394590109587,-0.004857257474213839,-0.003603728488087654,0.002840508706867695,0.0033708130940794945,-0.006955765187740326,-0.0006455972325056791,-0.0034088585525751114,-0.0017223432660102844,-0.0006825492600910366,0.0007438050233758986,-0.008447797037661076,0.0017265297938138247,0.0015722468961030245,0.0010620388202369213,-0.00994483195245266,0.004332520999014378,0.0041216108947992325,-0.004786546807736158,-0.000503875722642988,0.0005254650022834539,0.0019174795597791672,-0.0022213601041585207,-0.005911741405725479,-0.004532909486442804,0.0006814774824306369,0.0017544807633385062,-0.0034599890932440758,-0.004724618047475815,0.0003917180001735687,-0.0038844537921249866,0.008135567419230938,0.004874206148087978,-0.005024811252951622,-0.007828786969184875,-0.011843662708997726,-0.004373835399746895,-0.006258730310946703,-0.0006802187999710441,-0.0024195925798267126,0.0006713850889354944,-0.006547199096530676,-0.0036432677879929543,0.005353907123208046,0.0002491993363946676,0.0021892248187214136,-0.00028038909658789635,0.004688246641308069,0.005355766974389553,0.007316122762858868,0.003950285259634256,-0.004741205368191004,0.00176855712197721,0.0011990162311121821,-0.00284504983574152,0.002957617864012718,0.004117969423532486,0.0010602662805467844,-0.0007888615364208817,-0.0017677353462204337,-0.0026124268770217896,-0.000614761549513787,-0.0003278558433521539,-0.0006771026528440416,-0.004608907736837864,0.010477874428033829,-0.0009498018771409988,0.0008283908828161657,0.0027078413404524326,-0.00034378981217741966,0.0046685561537742615,0.005921047180891037,0.001977057196199894,-0.003365608863532543,-0.00717411283403635,-0.005328013561666012,0.0003540425095707178,0.0002978104166686535,-0.0036808690056204796,0.005017280578613281,-0.004700116813182831,-0.004611216485500336,0.00041229091584682465,0.005802013445645571,0.004161445423960686,-0.0009462441084906459,-0.002171105705201626,0.0010600141249597073,-0.002472222549840808,0.0073765902779996395,0.005969991907477379,-0.000557630555704236,0.005197959486395121,-0.006307521369308233,-0.005205351859331131,0.000829788506962359
