word,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
市场,-0.003980474080890417,-0.002431959379464388,0.0015562220942229033,-0.008995000272989273,0.0030699127819389105,-0.006078101694583893,0.0073043229058384895,-0.004867284558713436,0.0016955470200628042,-0.0069863032549619675,-0.0056664906442165375,0.0007402719929814339,0.00791566539555788,0.006028150208294392,0.010441988706588745,0.0023810018319636583,-0.005580004304647446,0.0027135699056088924,0.0023070997558534145,0.005588769447058439,-0.0011465874267742038,-0.0015363427810370922,0.0008038266096264124,0.0015553131233900785,-0.00660103652626276,-0.008322138339281082,-0.002931677270680666,0.004656603094190359,0.005880679935216904,-0.00833857525140047,0.0019031071569770575,-0.00012076785787940025,0.0033035092055797577,-0.003645128570497036,0.0018395842052996159,-0.003797528799623251,0.0006221132352948189,-0.0019899930339306593,0.005217069759964943,0.00856838934123516,0.0018454513046890497,0.005713887512683868,-0.010056225582957268,0.0003637438639998436,0.007849366404116154,0.0037780343554913998,-0.0010155837517231703,-0.00039281893987208605,-0.0073674581944942474,-0.006301164161413908,0.004877578467130661,-0.001497945049777627,-0.005312321707606316,0.008653508499264717,-0.0028795695398002863,-0.0037696445360779762,0.00957326591014862,-0.005932679865509272,0.000721671967767179,-0.00513873714953661
想,-0.008546017110347748,0.00030233850702643394,0.002631701296195388,0.012108827009797096,-0.006691702641546726,-0.0020991796627640724,-0.003353295847773552,0.014534898102283478,-0.006525758653879166,-0.001867516664788127,-0.003584277117624879,0.0011146652977913618,0.016741804778575897,-0.009938202798366547,-0.006756533868610859,0.010305643081665039,0.009987782686948776,-0.006123996339738369,0.003809504210948944,-0.012120564468204975,0.0031113799195736647,-0.008148323744535446,0.00431312620639801,0.003275715047493577,0.021277619525790215,-0.014002176001667976,-0.0074882106855511665,0.013737708330154419,-0.008379173465073109,0.003986563067883253,0.01626421883702278,0.006613206118345261,-0.002453172579407692,0.0016811550594866276,-0.01259332150220871,0.0034013523254543543,-0.002288870746269822,-0.012204061262309551,-0.009375088848173618,0.013972800225019455,-0.0018523088656365871,0.002878766041249037,-0.009757952764630318,-0.00981720257550478,-0.0022655068896710873,0.000990450382232666,-0.0058651939034461975,0.005347865168005228,0.007559845224022865,0.012984182685613632,0.01250386331230402,0.0050703389570117,0.002953791059553623,0.005611664615571499,0.016857558861374855,-0.0003949780948460102,-0.0021326253190636635,-0.014488110318779945,0.008395656943321228,-0.009068053215742111
入,0.008891132660210133,0.0023872361052781343,-0.009947385638952255,-0.0023369784466922283,-0.00734698586165905,0.0004673530347645283,0.0066681066527962685,-0.014517799019813538,-0.005930418148636818,0.010112674906849861,0.0028103231452405453,-0.007692401297390461,-0.002336383331567049,0.0072440532967448235,-0.008905046619474888,0.01000184379518032,0.004700616002082825,0.01411360315978527,-0.013744366355240345,0.005698138847947121,-0.007255973294377327,0.009692242369055748,0.0007412501145154238,0.002426302758976817,0.002508878707885742,-0.003090386278927326,0.006921521853655577,0.0013497797772288322,0.004945443943142891,-0.015227031894028187,0.006531643681228161,0.00978570431470871,-0.0009615523740649223,-0.0022675171494483948,0.008622567169368267,-0.009657124988734722,0.005213404539972544,-0.007217050064355135,0.008669907227158546,-0.012762578204274178,0.005261062644422054,-0.002964487299323082,0.00856075994670391,-0.005389712750911713,-0.0018098491709679365,0.010029302909970284,0.012009350582957268,-0.007616713643074036,-0.011929403059184551,-0.0040076905861496925,-0.0026302558835595846,0.00908239372074604,-0.00152818881906569,-0.0002178435679525137,-0.005090123973786831,0.0026209934148937464,0.002871973440051079,0.00041267473716288805,0.0039433324709534645,-0.0016793517861515284
没有,-0.01028350368142128,-0.00399022689089179,0.0208586473017931,-0.002791851758956909,0.011024801060557365,-0.005347682628780603,-0.00940733589231968,0.007815600372850895,-0.007468041032552719,-0.003231688402593136,0.009779797866940498,0.007142134942114353,0.019876740872859955,-0.01390236895531416,-0.003992533311247826,-0.007351540960371494,-0.005015987902879715,0.011754660867154598,0.0002716423477977514,-0.0030854721553623676,0.014553646557033062,-0.017625855281949043,0.003396120388060808,0.005150210577994585,0.004026120528578758,-0.006698582321405411,0.0030651118140667677,0.009439228102564812,0.0008612042292952538,0.004397878888994455,0.010355377569794655,-0.0098553616553545,0.001618663896806538,-0.009679843671619892,-0.0015360284596681595,0.010037329979240894,0.009811890311539173,-0.005543803796172142,-0.004995495080947876,0.0036417916417121887,-0.004243576433509588,0.009436085820198059,-0.004419664852321148,-0.0009906034683808684,-0.015732459723949432,-0.0026737740263342857,0.0001108937431126833,0.00056491419672966,0.004913626704365015,0.007477195002138615,0.0005179049912840128,-0.005992774851620197,-0.0013577693607658148,0.00948929600417614,0.0023087896406650543,-0.0041529093869030476,-0.012343416921794415,-0.01166538055986166,0.00895177572965622,-0.005773509852588177
需要,0.003958537243306637,-0.006150440778583288,0.0024575628340244293,-0.004221124108880758,-0.008032952435314655,-0.00772442389279604,0.0005471960175782442,-0.004417065531015396,-0.007578950375318527,-0.010042384266853333,0.0008613922400400043,0.003047429956495762,0.012938665226101875,-0.0012286172714084387,0.004070506431162357,0.008558278903365135,0.00028877798467874527,0.004148386884480715,0.004797815810889006,-0.0011984852608293295,0.0031849518418312073,-0.0026353024877607822,-0.0024654094595462084,0.0004993185866624117,0.006217741407454014,-0.003301536198705435,0.00578288733959198,0.010124800726771355,-0.0023717323783785105,-0.00589333288371563,0.005601824261248112,-0.004374862648546696,0.008850907906889915,-0.0086845513433218,0.0028257593512535095,0.003430842887610197,0.00924872700124979,-0.014373019337654114,0.002682075370103121,-0.007002496160566807,0.004830155987292528,0.002424310427159071,-0.003235741751268506,-0.0024034036323428154,-0.008863689377903938,-0.0020385917741805315,0.00481458380818367,0.005332312546670437,0.00025189435109496117,-0.00345021765679121,0.005236085504293442,0.0030205200891941786,9.58817545324564e-05,0.003224713960662484,0.006890069227665663,0.006933770142495632,-0.004043423570692539,-0.002406645566225052,0.003025828395038843,-0.01106707751750946
身体,-0.00421641580760479,0.006809160578995943,0.007537612691521645,0.001464298227801919,0.0031668609008193016,-0.00607470516115427,0.005371581297367811,-0.0026356582529842854,-0.008780994452536106,-0.007746835704892874,0.0023675495758652687,-0.009626598097383976,0.003901081159710884,-0.0075243692845106125,0.0011717684101313353,0.0012980613391846418,-0.0011760438792407513,0.0017693763365969062,0.008071654476225376,-0.0009618502808734775,0.002905441913753748,-0.0046640243381261826,-0.001722477376461029,0.001712533296085894,-0.001066876808181405,-0.0005463387351483107,-0.006331101059913635,0.009460432454943657,-0.008661046624183655,-0.004182028584182262,0.005838001146912575,0.0036606560461223125,0.004372051451355219,0.006516881752759218,-0.006890585646033287,0.003447939408943057,0.0020546484738588333,-0.0025692014023661613,0.00144519517198205,-0.0015114938141778111,0.005320155527442694,-0.0008181582670658827,-0.004584363661706448,-0.004427232779562473,-0.009288030676543713,-0.011844754219055176,0.004219706170260906,0.0020062997937202454,0.007628534454852343,-0.005476886406540871,0.006179862655699253,0.005607372149825096,0.00616317056119442,-0.004226351156830788,-0.0015840934356674552,-0.00011682754848152399,-0.0017146009486168623,0.00010120728984475136,-0.004876093473285437,-0.004645338281989098
直到,-0.001666284166276455,0.01366135012358427,0.02138398215174675,0.01109642069786787,0.0029955520294606686,0.000484224408864975,-0.0006705019623041153,0.0021544969640672207,0.0008499320829287171,-0.0011143733281642199,-0.0018713523168116808,-1.8694205209612846e-05,0.017935700714588165,-0.005696708336472511,0.0002988413907587528,-0.012977231293916702,0.0013935207389295101,0.011604157276451588,0.00022019000607542694,-0.007082365453243256,0.004486199002712965,0.005990755278617144,-0.005901798605918884,0.016332203522324562,-0.001647314289584756,0.002956328447908163,-0.002859374973922968,0.0024475413374602795,0.005963099654763937,-0.015492722392082214,0.009828425943851471,0.0032323384657502174,0.00407215254381299,0.0021266876719892025,-0.0015457969857379794,-0.008237098343670368,-0.00600052997469902,-0.00285995751619339,0.0021383236162364483,-0.0012696986086666584,0.01933508738875389,-0.0021073813550174236,0.006503819487988949,0.0009756949730217457,-0.018283795565366745,0.010181793011724949,-0.004953812807798386,-0.013082110323011875,-0.001260597724467516,-0.0023469771258533,0.004414993803948164,0.003002549521625042,0.012163519859313965,-0.008915542624890804,0.011022962629795074,0.010441949591040611,0.0011420634109526873,-0.011323104612529278,0.007016154006123543,-0.008667130023241043
时代,0.0013361868914216757,0.0016308572376146913,0.002235242398455739,-0.006616191938519478,-0.00557637820020318,0.0036031799390912056,0.0009303595870733261,-0.0018401045817881823,-0.003385124960914254,-0.004636047407984734,0.00043544056825339794,-0.005183404311537743,0.010311780497431755,-0.0034552724100649357,-0.004885585978627205,0.0066458722576498985,0.002364018466323614,0.007852169685065746,-0.0015592273557558656,0.0044352286495268345,-0.0008251876570284367,0.0015565183712169528,0.006854949984699488,-0.00019580195657908916,0.004723415244370699,-0.0012258202768862247,0.007387526798993349,-0.002475998131558299,-0.002909701317548752,-0.0029844166710972786,0.0030697439797222614,-0.0018543093465268612,-0.00302840955555439,-0.001825269078835845,0.006455291993916035,-0.005720552522689104,0.010612928308546543,-0.00030764820985496044,0.0027944273315370083,0.0007032516878098249,-0.006738175638020039,-0.006684815511107445,0.009821826592087746,-0.00022501195780932903,0.006073231343179941,0.0016396286664530635,-0.0017196787521243095,0.00010360986925661564,-0.0007995320484042168,0.006153156980872154,0.0027349647134542465,-0.004143605940043926,-0.0021011887583881617,-0.0030327157583087683,0.00025198841467499733,0.008384673856198788,-0.002802947536110878,-0.0043649738654494286,-0.001677399268373847,0.005536886863410473
关节,-0.0031636497005820274,-0.008426854386925697,0.004681134596467018,0.009197404608130455,0.0006403144798241556,0.004260627552866936,-0.003635331057012081,0.004720003344118595,0.0006328793242573738,0.00021387077867984772,-0.006259570829570293,-0.0030958540737628937,-0.0034309423062950373,0.009947863407433033,-0.006999130826443434,0.003652005223557353,-0.004330010153353214,0.002805585041642189,-0.004176158923655748,-0.004319119267165661,-0.00047226378228515387,-0.001498295459896326,-0.008969398215413094,0.0009597118478268385,0.004361139610409737,0.002143275458365679,-0.005057860165834427,-0.0019753396045416594,0.007436234969645739,-0.0036018281243741512,0.0016739282291382551,0.0019348610658198595,0.004991648718714714,0.006528113968670368,0.005417762789875269,-0.010761608369648457,3.118079621344805e-05,-0.001580757787451148,0.0019658461678773165,0.004215828143060207,0.001604350283741951,-0.003279734868556261,0.0017749827820807695,-0.0008126931497827172,-0.00021640374325215816,0.004522690549492836,0.004323725122958422,0.012618225999176502,0.002901362720876932,-0.0002715082373470068,-0.001859453972429037,-0.0003990239929407835,0.0007491533178836107,-0.001333737513050437,-2.7124013286083937e-05,-0.0002172510139644146,0.002593233250081539,0.003148411400616169,-0.004446128383278847,0.0018750475719571114
虔诚,0.0017381231300532818,0.00010371510870754719,-0.0020387344993650913,-0.0046165864914655685,-0.0002634830307215452,0.006866111420094967,-0.003858646610751748,0.00499764597043395,0.005150847136974335,0.001161924097687006,-0.002602924592792988,-0.0025985585525631905,-0.0001485544489696622,0.0027266708202660084,0.0023670366499572992,0.0026249936781823635,-0.0029884728137403727,0.005631600972265005,0.0034196178894490004,0.00655246339738369,-0.0124606778845191,-0.0032706516794860363,0.0005307111423462629,0.0006740062381140888,0.001623657182790339,-0.010657278820872307,-0.0022034321445971727,-0.006835760083049536,0.0042817248031497,0.002800682559609413,-0.009528208523988724,-0.0020269218366593122,-0.0037528870161622763,-0.0013426770456135273,-0.008119276724755764,-0.0071733258664608,-0.0017079320969060063,0.004815005697309971,-0.0029789572581648827,-0.0021420218981802464,-0.008414697833359241,-0.003546461695805192,-0.005677778273820877,0.006410994101315737,0.0021719494834542274,-0.009074220433831215,-0.0017349289264529943,-0.0013144698459655046,0.006589476019144058,-0.008954476565122604,-0.003929159604012966,0.0008750313427299261,0.006941208150237799,0.005931456573307514,-0.007871727459132671,-0.004617511294782162,0.00539114186540246,0.008414540439844131,0.008616575039923191,-0.0023309318348765373
